Timestamp,Language,Wordstring,Word-ID,Lexeme-ID,Strength,Strength-Bar,Word-Type,Gender,Related Lexemes,Normalized Wordstring,Infinitive Wordstring, Skill, Skill-URL
1569821420000,Portuguese,b'comigo',b25a2c16b5ceecd2a9d8ec3d5cc0905d,b25a2c16b5ceecd2a9d8ec3d5cc0905d,0.876567,4,Pronoun,,[],b'comigo',,Prepositions 4,Prepositions-4
1569821420000,Portuguese,b'eu',48d47b9238eec5079758e71e45a9c136,48d47b9238eec5079758e71e45a9c136,0.999982,4,Pronoun,,[],b'eu',,Basics I,Basics-1
1569821312000,Portuguese,b'na',d94f5184a0dc20d22ebceefe11b66950,d94f5184a0dc20d22ebceefe11b66950,0.999982,4,Preposition,Feminine,"['40d7dec4cc9674782fd80abc8e9e9179', '37c3eebcc8b10b308e8c4c1f39a165e2', '3a0abeb8bf14808ca39c389955e668c9', '8a77ceb6bec2b83092cf75638683e2bd', 'd83578207f2dbf2a4c10731fd0782b35', 'ed334e0e684708b0a8a770bdd7b82ef8', '883d85770b568b8e69ccecace1254f17', '83dc74688f969d7cde8a92352fea6a99', 'c0c6387fa7cb2a162f8595d70c8c910b', '6e15491a033c59797782c4ff9c45ffa3', '13f1695b5c8f31955679a802022707fe', '392448d099ad7569acbdd19e22980539', '198cdd0e57c4c9253faef8608a207f10', '259687166d828a327aab54173e7d2ff2', '0738832933132bd3bd6174a5010de80e', '216496b43d60de35efe9fd24a133157d', '7044fa3499b41303ca05c568e9ed65bd', 'b712e220fd3eec7f5010b2e9a69bc21d', '1ff58a4e3187c71c2cad27d4abf87925', '5c3c6b6742d4545e11ff1025864cd850', '883d97d05c985bce50c081edd3f10a58', '24b62faac04ad1426d00d479e5195de6', '97b13f63a3db493af59b03f4ae974f8e']",b'na',,Preposition Contractions 2,Preposition-Contractions-2
1569821312000,Portuguese,b'mulheres',69b9dd02029bb8b66d2305fd9c9b852f,69b9dd02029bb8b66d2305fd9c9b852f,0.999982,4,Noun,Feminine,['26a160cb6964b488e182bb2cc9a1bf91'],b'mulheres',,Plurals,Plurals
1569821312000,Portuguese,b'um',8d7de359f302e3faa2943de5cf671dfe,8d7de359f302e3faa2943de5cf671dfe,0.999982,4,Determiner,Masculine,"['4937fee957d27374da32a2c89498b1fc', '0b3e312f8f539ba48c1b10d1fb60954a', '664fca50e9dae918c31783e316edc872']",b'um',,Basics I,Basics-1
1569821312000,Portuguese,b'\xc3\xa0s',24fc97ccd9ff522b031c03abd4929516,24fc97ccd9ff522b031c03abd4929516,0.999982,4,Preposition,Feminine,"['aa3a11eceabfaceac9f29576f033adfe', '5f82c568adeb26db8271508950da4b0c', 'e53d8ab35be3575d05d07bfb813a4fb3', '2fc99353364e5826e8fb20a28ae8a82b', '8e1ffa75ba819f17de8c4e84d5e8b484', 'ce68a855ca640941119ba662ab5ff564']",b'as',,Preposition Contractions 2,Preposition-Contractions-2
1569821312000,Portuguese,b'rec\xc3\xa9m',b1f8777c7b6afb79abd04be1eba77263,b1f8777c7b6afb79abd04be1eba77263,0.999982,4,Adverb,,[],b'recem',,Verbs: Participle,Verbs:-Participle
1569821312000,Portuguese,b'em',198cdd0e57c4c9253faef8608a207f10,198cdd0e57c4c9253faef8608a207f10,0.999982,4,Preposition,,"['40d7dec4cc9674782fd80abc8e9e9179', '37c3eebcc8b10b308e8c4c1f39a165e2', 'd94f5184a0dc20d22ebceefe11b66950', '3a0abeb8bf14808ca39c389955e668c9', '8a77ceb6bec2b83092cf75638683e2bd', 'd83578207f2dbf2a4c10731fd0782b35', 'ed334e0e684708b0a8a770bdd7b82ef8', '883d85770b568b8e69ccecace1254f17', '83dc74688f969d7cde8a92352fea6a99', 'c0c6387fa7cb2a162f8595d70c8c910b', '6e15491a033c59797782c4ff9c45ffa3', '13f1695b5c8f31955679a802022707fe', '392448d099ad7569acbdd19e22980539', '259687166d828a327aab54173e7d2ff2', '0738832933132bd3bd6174a5010de80e', '216496b43d60de35efe9fd24a133157d', '7044fa3499b41303ca05c568e9ed65bd', 'b712e220fd3eec7f5010b2e9a69bc21d', '1ff58a4e3187c71c2cad27d4abf87925', '5c3c6b6742d4545e11ff1025864cd850', '883d97d05c985bce50c081edd3f10a58', '24b62faac04ad1426d00d479e5195de6', '97b13f63a3db493af59b03f4ae974f8e']",b'em',,Prepositions 2,Prepositions-2
1569821312000,Portuguese,b's\xc3\xb3',4070a8616a961a56ecbd4edec4f1ac69,4070a8616a961a56ecbd4edec4f1ac69,0.999982,4,Adverb,,[],b'so',,Adverbs,Adverbs
1569821312000,Portuguese,b'fazer',b5d17cc427556b20921fd2525daaf3b4,b5d17cc427556b20921fd2525daaf3b4,0.999982,4,Verb,,"['1c407928790e09dc45f5b05146e87c4a', '28e0dee8a2777916481412a7936ba664', '8f0a8983d271b7749f788f083be3382b', '0462c2822c2b8792e4406d6a1df2e72e', 'e71c7bf4e9913b397104615e146e6617', '66ff9f638f2a1951e253139b23ad8e53', 'bc3a89839f6b3926f1a04f3135302add', '771c93c39b96137d3c4501e0245d2632', 'd29256e1af6a50c2cff048b6d7e89ef6', 'be76ea698496db6d5664225b203c91dd', 'a59190a0de3524c3ce5e69f70c6dd6cf', 'a819af0eed891e52ca7462c0e9338e78', '397c4a7824501f8c96cd0211869d273d', 'da6b38bf9f5b76f1c25045429f0342fc', 'c955786d3211d5ec7723d3f295e89a70']",b'fazer',fazer,Verbs: Infinitive 1,Verbs:-Infinitive-1
1569821312000,Portuguese,b'os',c7915410a9cff730ffe8e8d56a78df22,c7915410a9cff730ffe8e8d56a78df22,0.999982,4,Determiner,Masculine,"['fd8c0652837da3b194bbacbee9904fdc', 'fa12af21615a3bd10b973b0072f73c15', '682457a1f31cddf7d3a3be46058885fa', '5f5302712fc288cc75a4f27771b4ea2b', '213ad43df9831b7b21ca1d7d79f5d107', '955c040cc84408f9e687f99d4778b03b', 'e941e5d2a62d663f8f17ed3228297521']",b'os',,Plurals,Plurals
1569821312000,Portuguese,b'que',fb50f4de39fd14ecee2b1e04cfd10928,fb50f4de39fd14ecee2b1e04cfd10928,0.999982,4,Pronoun,,"['e2fea549051ff7e452ae5ffc87c79695', '48bb27b4adc815cd70b1d8f5f2ab3cc2']",b'que',,Questions,Questions
1569821312000,Portuguese,b'est\xc3\xa3o',dead15fb42ee0e52c9c0bc221dce662b,dead15fb42ee0e52c9c0bc221dce662b,0.999982,4,Verb,,"['455ac580344ff7d74dbb7b9aa3b51dca', '0394652fc4c86554836a698024075e19', '64d5eb26b808624b76f4cdace13c2093', '99cebc64d09034216ee6c3fe786eeb85', 'bb40a0592f23bf51b41448fbf99d3828', '19775cb87a2e5741685fa1a087fd54f6', 'a3bde4248debff3b67159da875524e07', 'f26a9d200fd1fed04ed067010bc5845a']",b'estao',estar,To Be: Ser / Estar,To-Be:-Ser_Estar
1569821312000,Portuguese,b'deste',a939693d309a9bd7c0cab3c667e2f2c9,a939693d309a9bd7c0cab3c667e2f2c9,0.999982,4,Preposition,Masculine,"['71fed6fc50077ce201770f41e265054d', '8b9791a0ef33351c5b827c1facad6cab', '0aabb7dc13f4b84e878edb2221b27915', '16474ee6713a40c6407a8a86ce7cd71c', '69fdb2b105eff102b3dc8d3b3f3e1e62', '1445d9d6f1ed57553d0f457b7531f2b1', '8da7974907978db274372954e05d24e1', '448ed4b926c412ecc596aaecf3df2900', '85d90492260ca9466ee2eac8d3b56976', '67db35f46f7542a59635b070d9295a69', 'd836c4480d683341b78689c1458a912b', 'b96bcaee2d6e9bd1dd87265320a27f0f', 'ea820c709c87f490fc95b047387a6636', '68520e0e0186aad33b2ee219fd259152', '766ad8a47bf463550c2d1473e4ab2d6d', '968470bca1e2a318a99ce68ee708154b', '77203439fcfa49c0d62c5186173c84cf', '2de0f3fa60c174cc93c2c92e29446826', '27eb1a8dc370e269679aa816d4214bfd', '1388c9828f408b1f9d1d850523d6b290', 'bcc40876181553a171fbc93e9f543f85', 'aa136886632f6e02b3d7babebbef2d6e', 'd7df3b58fb0dcb3624c181995c2eadac']",b'deste',,Preposition Contractions 4,Preposition-Contractions-4
1569821312000,Portuguese,b'no',97b13f63a3db493af59b03f4ae974f8e,97b13f63a3db493af59b03f4ae974f8e,0.999982,4,Preposition,Masculine,"['40d7dec4cc9674782fd80abc8e9e9179', '37c3eebcc8b10b308e8c4c1f39a165e2', 'd94f5184a0dc20d22ebceefe11b66950', '3a0abeb8bf14808ca39c389955e668c9', '8a77ceb6bec2b83092cf75638683e2bd', 'd83578207f2dbf2a4c10731fd0782b35', 'ed334e0e684708b0a8a770bdd7b82ef8', '883d85770b568b8e69ccecace1254f17', '83dc74688f969d7cde8a92352fea6a99', 'c0c6387fa7cb2a162f8595d70c8c910b', '6e15491a033c59797782c4ff9c45ffa3', '13f1695b5c8f31955679a802022707fe', '392448d099ad7569acbdd19e22980539', '198cdd0e57c4c9253faef8608a207f10', '259687166d828a327aab54173e7d2ff2', '0738832933132bd3bd6174a5010de80e', '216496b43d60de35efe9fd24a133157d', '7044fa3499b41303ca05c568e9ed65bd', 'b712e220fd3eec7f5010b2e9a69bc21d', '1ff58a4e3187c71c2cad27d4abf87925', '5c3c6b6742d4545e11ff1025864cd850', '883d97d05c985bce50c081edd3f10a58', '24b62faac04ad1426d00d479e5195de6']",b'no',,Preposition Contractions 2,Preposition-Contractions-2
1569993997000,Swedish,b'hej',144aa1422f24eab4e5b2ffe2ab594638,144aa1422f24eab4e5b2ffe2ab594638,0.999986,4,,,[],b'hej',,Common Phrases,Common-Phrases
1569993997000,Swedish,b'nej',4669ecd96ec8550eba869fdfbb538d8f,4669ecd96ec8550eba869fdfbb538d8f,0.999986,4,,,[],b'nej',,Common Phrases,Common-Phrases
1569993997000,Swedish,b's\xc3\xa5',ad6d767ac3c1e7e9c1b72463cfbcccb5,ad6d767ac3c1e7e9c1b72463cfbcccb5,0.999986,4,,,[],b'sa',,Common Phrases,Common-Phrases
1569993997000,Swedish,b'ja',ed572a4f370f1dca42a0a172f5002033,ed572a4f370f1dca42a0a172f5002033,0.999986,4,,,[],b'ja',,Common Phrases,Common-Phrases
1569993997000,Swedish,b'd\xc3\xa5',7dd0c10833e9f28faf6f37390fe8989e,7dd0c10833e9f28faf6f37390fe8989e,0.994606,4,,,[],b'da',,Common Phrases,Common-Phrases
1569993997000,Swedish,b'och',5eadf22da42a89f75121bdfa91290086,5eadf22da42a89f75121bdfa91290086,0.999986,4,,,[],b'och',,Basics,Basics-1
1569993997000,Swedish,b'sn\xc3\xa4lla',28c7d47324cf801b4fa9905636a6e5a9,28c7d47324cf801b4fa9905636a6e5a9,0.982144,4,,,[],b'snalla',,Common Phrases,Common-Phrases
1569993997000,Swedish,b'mycket',c92d8b1a15dd0bde1d1e574ffd0537d9,c92d8b1a15dd0bde1d1e574ffd0537d9,0.994606,4,,,[],b'mycket',,Common Phrases,Common-Phrases
1569993997000,Swedish,b'tack',5600771c534043f79620b472a297621f,5600771c534043f79620b472a297621f,0.999986,4,,,[],b'tack',,Common Phrases,Common-Phrases
1569993886000,Swedish,b'\xc3\xa4r',49601a68b17737125ffc9fa281a6d258,49601a68b17737125ffc9fa281a6d258,0.999986,4,,,[],b'ar',,Basics,Basics-1
1569993886000,Swedish,b'en',b4499e7dc3b38cb0e1dbf62d654d28c9,b4499e7dc3b38cb0e1dbf62d654d28c9,0.999986,4,,,[],b'en',,Basics,Basics-1
1569993886000,Swedish,b'hunden',f8153e81f5b1d179259e9ac754cd32a7,f8153e81f5b1d179259e9ac754cd32a7,0.927688,4,,,[],b'hunden',,Animals,Animals
1569993886000,Swedish,b'mj\xc3\xb6lk',de624df274c2e9d0b14f55e8f6648aa2,de624df274c2e9d0b14f55e8f6648aa2,0.994584,4,,,[],b'mjolk',,Basics 2,Basics-2
1569993886000,Swedish,b'f\xc3\xa5gel',3df4b1c956810f1cec83020f158ec0f7,3df4b1c956810f1cec83020f158ec0f7,0.908758,4,,,[],b'fagel',,Animals,Animals
1569993886000,Swedish,b'mannen',9cf6ea9db6883fa9fc3a61d3e6870b94,9cf6ea9db6883fa9fc3a61d3e6870b94,0.999986,4,,,[],b'mannen',,Basics,Basics-1
1569993886000,Swedish,b'vatten',96ecd8d2d9eef32a469cbf215c59c17a,96ecd8d2d9eef32a469cbf215c59c17a,0.999986,4,,,[],b'vatten',,Basics,Basics-1
1569993886000,Swedish,b'dricker',91dc1acd20528eb23ba6244f1965336a,91dc1acd20528eb23ba6244f1965336a,0.999986,4,,,[],b'dricker',,Basics,Basics-1
1569993886000,Swedish,b'det',60f23a3a5ca4990f3a92c64edc5d2010,60f23a3a5ca4990f3a92c64edc5d2010,0.964958,4,,,[],b'det',,Basics 2,Basics-2
1569993886000,Swedish,b'h\xc3\xa4st',8f641a515553121641f8dd4b92141e12,8f641a515553121641f8dd4b92141e12,0.927688,4,,,[],b'hast',,Animals,Animals
1569993886000,Swedish,b'katt',d4e825fe6d3ef75a07949e80b112f737,d4e825fe6d3ef75a07949e80b112f737,0.964958,4,,,[],b'katt',,Animals,Animals
1569993886000,Swedish,b'h\xc3\xa4sten',066a7f4ec587ed16fce388a42d456c42,066a7f4ec587ed16fce388a42d456c42,0.927688,4,,,[],b'hasten',,Animals,Animals
1569993886000,Swedish,b'katten',a4d3e47467cfd75766915295618d8bff,a4d3e47467cfd75766915295618d8bff,0.964958,4,,,[],b'katten',,Animals,Animals
1569993886000,Swedish,b'\xc3\xa4ter',1924c46831544dc86b5eccb9e6f56317,1924c46831544dc86b5eccb9e6f56317,0.999986,4,,,[],b'ater',,Basics,Basics-1
1569993886000,Swedish,b'f\xc3\xa5geln',3fdabb448cdf1895321d9021f4973bc5,3fdabb448cdf1895321d9021f4973bc5,0.982072,4,,,[],b'fageln',,Animals,Animals
1569993886000,Swedish,b'hund',0a76f743944f486c884b1c12ee6cbd26,0a76f743944f486c884b1c12ee6cbd26,0.927688,4,,,[],b'hund',,Animals,Animals
1569993886000,Swedish,b'har',0782695a2a420eaa8adc20ccd8e61a1a,0782695a2a420eaa8adc20ccd8e61a1a,0.978665,4,,,[],b'har',,Basics 2,Basics-2
1569993802000,Swedish,b'hon',bdab4d63545484dddbec3e521db8153e,bdab4d63545484dddbec3e521db8153e,0.999986,4,,,[],b'hon',,Basics,Basics-1
1569993802000,Swedish,b'kyckling',9ce21d08927b893f5d2348accbf95367,9ce21d08927b893f5d2348accbf95367,0.927475,4,,,[],b'kyckling',,Food,Food
1569993802000,Swedish,b'apelsin',5e0c4758e63e2c364f3b074b5ca376aa,5e0c4758e63e2c364f3b074b5ca376aa,0.964853,4,,,[],b'apelsin',,Food,Food
1569993802000,Swedish,b'\xc3\xa4gg',81d8e4832c59e22b75bdca6ab7c3d3de,81d8e4832c59e22b75bdca6ab7c3d3de,0.927475,4,,,[],b'agg',,Food,Food
1569993802000,Swedish,b'kaffe',6750f4676852b5a5c8546398a564a8e4,6750f4676852b5a5c8546398a564a8e4,0.964853,4,,,[],b'kaffe',,Food,Food
1569993802000,Swedish,b'vin',cd32a01ee0ff6c5cb6cb693d0cc96944,cd32a01ee0ff6c5cb6cb693d0cc96944,0.927475,4,,,[],b'vin',,Food,Food
1569993802000,Swedish,b'vi',0fde9a12c49f1b8d246a67e68f521bc7,0fde9a12c49f1b8d246a67e68f521bc7,0.990333,4,,,[],b'vi',,Basics 2,Basics-2
1569993802000,Swedish,b'fisk',6b8ac224ada57908756569a6c8cce3ab,6b8ac224ada57908756569a6c8cce3ab,0.927475,4,,,[],b'fisk',,Food,Food
1569993802000,Swedish,b'jag',2c6de41ceae837dcc999ef75f5aee7c8,2c6de41ceae837dcc999ef75f5aee7c8,0.999986,4,,,[],b'jag',,Basics,Basics-1
1569993802000,Swedish,b'middagen',09bab83ca4ae2a3f1a34f651d055a054,09bab83ca4ae2a3f1a34f651d055a054,0.999986,4,,,[],b'middagen',,Food,Food
1569993802000,Swedish,b'middag',092771e0e0884ae45d599b6907ddf500,092771e0e0884ae45d599b6907ddf500,0.999986,4,,,[],b'middag',,Food,Food
1569993802000,Swedish,b'dryck',8ab4256bd4e330b40d88aef6ac54780f,8ab4256bd4e330b40d88aef6ac54780f,0.999986,4,,,[],b'dryck',,Food,Food
1569993709000,Swedish,b'talar',141af9b11845b188a2c0d5153f3556a8,141af9b11845b188a2c0d5153f3556a8,0.990301,4,,,[],b'talar',,Common Phrases,Common-Phrases
1569993709000,Swedish,b'kvinnan',cd03e14ed10eaf80d491354a78d13876,cd03e14ed10eaf80d491354a78d13876,0.999986,4,,,[],b'kvinnan',,Basics,Basics-1
